DIRECTORIO;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;P51;P771;P772;P773;P55;P774;P774S1;P774S2;P774S3;P775;P776;P776S1;P776S2;P776S3;P58;P58S1;P58S2;P777;P778;P779;P779S1;P779S1A1;P779S2;P779S2A1;P779S3;P779S3A1;P779S11;P779S11A1;P779S12;P779S12A1;P779S5;P779S5A1;P779S6;P779S6A1;P779S7;P779S7A1;P779S8;P779S8A1;P779S13;P779S13A1;P779S9;P779S9A2;P779S14;P780;P780S2;P780S2A1;P780S3;P780S3A1;P780S4;P780S4A1;FEX_C
7245136;3;1;3;2;2;3; ;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;52,2239141858346
7245137;2;1;2;2;2;3; ;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;72,9416294132725
7245138;3;1;3;2;2;1; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;33,4382157054553
7245138;4;1;4;2;2;6; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;33,4382157054553
7245138;5;1;5;2;2;6; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;33,4382157054553
7245139;5;1;5;2;2;3; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;37,7850035279602
7245139;6;1;6;2;1;3; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;2;37,7850035279602
7245140;6;1;6;2;2;6; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ;1;2; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;32,3088243219923
7245140;7;1;7;2;2;1; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;1;2; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;32,3088243219923
7245141;4;1;4;2;2;4; ;1;4; ; ; ;1;4; ; ; ;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;33,3806572024528
7245141;5;1;5;2;2;3; ;1;4; ; ; ;1;4; ; ; ;1;3; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;33,3806572024528
7245142;7;1;7;2;2;3; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;53,5622295654533
7245143;5;1;5;2;2;3; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;32,3088243219923
7245143;6;1;6;2;2;3; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;32,3088243219923
7245143;7;1;7;2;2;4; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;32,3088243219923
7245144;2;1;2;2;2;3; ;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;51,0591405892908
7245145;2;1;2;2;2;4; ;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;51,0591405892908
7245146;3;1;3;2;2;3; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;53,6235303978009
7245147;4;1;4;2;2;4; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;36,8284302218036
7245148;10;1;10;2;2;6; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;81,0885575243435
7245149;4;1;4;2;2;3; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;72,2436792042506
7245149;5;1;5;2;2;4; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;72,2436792042506
7245150;6;1;6;2;2;3; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;42,9795293180152
7245151;4;1;4;2;2;3; ;2; ; ; ; ;2; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;45,2445330366171
7245151;5;1;5;2;2;4; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;45,2445330366171
7245152;4;1;4;2;2;3; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;54,9501113389292
7245153;3;1;3;2;2;3; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;46,5818623519282
7245154;6;1;6;2;2;6; ;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ; ; ;1;2; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;25,9845830625834
7245155;3;1;3;2;1;4; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;44,6862753315008
7245159;5;1;5;2;2;4; ;1;4; ; ; ;1;4; ; ; ;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;2,23263690920912
7245161;8;1;8;1; ; ;2;1;3; ; ;4000;1;3; ; ;4000;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;7,74056545346106
7245162;3;1;3;2;2;4; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;2,98008986273999
7245163;4;1;4;2;1;6; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;2; ;2; ;2; ;1,40173661512183
7245164;4;1;4;2;2;4; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;1,39746888716309
7245165;5;1;5;2;2;3; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;2; ;2; ;2; ;,782601827513863
7245166;5;1;5;2;2;3; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;2; ;2; ;2; ;16,3851821675473
7245167;5;1;5;2;2;4; ;1;4; ; ; ;1;4; ; ; ;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;8,80902131546145
7245168;3;1;3;5;2;4; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3;1;3; ; ; ; ; ; ; ; ;2; ;2; ;2; ;6,72249285031313
7245169;3;1;3;2;2;3; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;7,10077138145322
7245169;4;1;4;2;2;3; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;7,10077138145322
7245170;3;1;3;5;2;3; ;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;5,47582237113534
7245171;5;1;5;2;2;6; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;16,6109873073861
7245173;5;1;5;2;2;3; ;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;18,0093172049461
7245175;2;1;2;1; ; ;1;1;4; ; ; ;1;4; ; ; ;2; ;2;25;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ;2; ;2; ;2; ;1,5459754902569
7245176;3;1;3;2;1;1; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ;1;2; ; ; ; ; ; ;2; ;2; ;2; ;1,03335865546916
7245209;4;1;4;1; ; ;3;2; ; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ;1;1; ; ;1;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;182,252048324451
7245209;5;1;5;2;2;5; ;1;4; ; ; ;2; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;182,252048324451
7245217;3;1;3;2;2;1; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;247,940007989383
7245223;5;1;5;1; ; ;1;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;271,237900661978
7245223;8;1;8;1; ; ;1;1;4; ; ; ;1;4; ; ; ;1;7; ; ; ; ; ; ; ; ; ; ;1;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;271,237900661978
7245237;3;1;3;1; ; ;3;1;3; ; ;6000;1;3; ; ;2000;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;1;2;35,6524086946225
7245239;2;1;2;1; ; ;1;1;3; ; ;7000;1;3; ; ;2000;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;2;36,5385794104957
7245249;6;1;6;1; ; ;3;1;3; ; ;8000;1;3; ; ;2000;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;1;2;55,914064008395
7245252;3;1;3;1; ; ;2;1;3; ; ;6000;1;3; ; ;2000;1;1; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;2;99,3521827206917
7245255;5;1;5;2;2;1; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;139,076691071447
7245267;5;1;5;1; ; ;5;1;1; ; ; ;1;1; ; ; ;1;4; ; ; ; ;1;1;1;2;1;2;1;2; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2558,75897489531
7245277;8;1;8;3;2;6; ;1;4; ; ; ;1;4; ; ; ;1;7; ; ; ; ; ; ;1;1; ; ;1;1; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;1440,43625661445
7245278;4;1;4;5;2;3; ;1;4; ; ; ;2; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ;1;2; ; ; ; ; ; ; ; ;2; ;2; ;2; ;1230,60097754324
7245278;8;1;8;3;2;3; ;1;4; ; ; ;2; ; ; ; ;1;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;1230,60097754324
7245281;4;1;4;1; ; ;2;1;3; ; ;9000;1;3; ; ;1500;1;2; ; ; ; ;1;2;1;2;1;2; ; ; ; ;1;2;1;2;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;1431,33014433912
7245281;5;1;5;1; ; ;2;1;3; ; ;9000;1;3; ; ;1500;1;2; ; ; ; ;1;2; ; ;1;2; ; ; ; ; ; ;1;2;1;2;1;2; ; ; ; ; ; ;2; ;2; ;2; ;1431,33014433912
7245286;4;1;4;1; ; ;1;1;3; ; ;20000;1;3; ; ;8000;1;3; ; ; ; ;1;2;1;2; ; ; ; ;1;2;1;2;1;2;1;2; ; ;1;2; ; ; ; ;2; ;2; ;2; ;2413,71141134346
7245290;3;1;3;5;2;5; ;1;4; ; ; ;1;4; ; ; ;2; ;2;59;6; ; ; ; ; ; ; ;1;1; ; ; ; ;1;1; ; ;1;1;1;1; ; ; ; ;2; ;2; ;2; ;994,902693601167
7245298;3;1;3;1; ; ;1;1;1; ; ; ;1;1; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2370,36015892972
7245298;4;1;4;1; ; ;1;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2370,36015892972
7245298;5;1;5;1; ; ;1;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2370,36015892972
7245299;5;1;5;1; ; ;2;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2228,27071910571
7245303;3;1;3;2;2;4; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ;1;2;1;2; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;995,571743062453
7245306;3;1;3;4;2;3; ;1;4; ; ; ;1;4; ; ; ;2; ;2;47;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;1804,363261351
7245309;3;1;3;2;2;6; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ;1;1;1;1; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;944,160304002784
7245310;4;1;4;2;2;7; ;1;4; ; ; ;1;4; ; ; ;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2; ; ; ; ; ; ; ; ;2; ;2; ;2; ;904,472729792513
7245315;4;1;4;1; ; ;5;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;1007,55061383975
7245316;6;1;6;1; ; ;2;1;4; ; ; ;1;4; ; ; ;1;4; ; ; ; ;1;1;1;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;1849,69424981135
7245319;3;1;3;2;2;2; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ;1;1; ; ;1;2; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2703,92543409738
7245323;3;1;3;5;2;1; ;1;4; ; ; ;1;4; ; ; ;2; ;2;50;2; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2654,85798149988
7245326;5;1;5;2;1;6; ;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ;1;2;1;3; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;1015,83469916539
7245327;4;1;4;2;2;6; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ;1;1; ; ; ; ;1;2; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;880,78915381518
7245336;4;1;4;2;2;6; ;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ;1;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;988,481269654398
7245361;5;1;5;1; ; ;4;1;1; ; ; ;1;1; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ;1;1; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;271,477374737581
7245396;3;1;3;2;2;6; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;173,198118562429
7245422;5;1;5;2;2;1; ;2; ; ; ; ;2; ; ; ; ;1;1; ; ; ; ;1;2; ; ; ; ;1;3; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;28,8574755956071
7245422;6;1;6;2;2;3; ;1;4; ; ; ;1;4; ; ; ;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;1;2;2; ;2; ;28,8574755956071
7245422;8;1;8;2;2;3; ;1;4; ; ; ;1;4; ; ; ;1;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;2; ;2; ;2; ;28,8574755956071
7245430;4;1;4;2;2;4; ;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;273,242384940323
7245431;4;1;4;5;2;4; ;1;4; ; ; ;1;4; ; ; ;2; ;2;72;3; ;1;4; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;141,131748737175
7245432;5;1;5;2;2;4; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;16,0603243250644
7245448;3;1;3;5;2;4; ;1;4; ; ; ;1;4; ; ; ;2; ;2;44;4; ;1;1; ; ; ; ;1;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;203,130954512103
7245482;4;1;4;2;1;6; ;1;4; ; ; ;1;4; ; ; ;1;3; ; ; ; ;1;1;1;1; ; ;1;1; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;76,4353851110751
7245485;3;1;3;5;1;5; ;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ;1;2;1;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ;2; ;2; ;2; ;159,045934729851
7245576;4;1;4;5;2;4; ;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ;1;1;1;1; ; ;1;1; ; ;1;1;1;2;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;82,6685752730317
7245588;3;1;3;1; ; ;2;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ;1;2; ; ;1;1; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;121,29739637604
7245601;3;1;3;1; ; ;3;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;112,346327464016
7245605;3;1;3;1; ; ;5;2; ; ; ; ;2; ; ; ; ;1;2; ; ; ; ; ; ;1;1;1;1; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;212,045611603921
7245605;4;1;4;1; ; ;1;1;3; ; ;7000;1;3; ; ;3500;1;2; ; ; ; ; ; ;1;1;1;1; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;212,045611603921
7245627;2;1;2;2;2;5; ;2; ; ; ; ;2; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;3,76786850519355
7245628;9;1;9;2;2;5; ;2; ; ; ; ;2; ; ; ; ;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;6,2900193527282
7245629;9;1;9;2;2;1; ;1;4; ; ; ;1;4; ; ; ;1;7; ; ; ; ; ; ;1;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2,75959966825359
7245632;8;1;8;3;2;5; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;1,80497582736732
7245633;5;1;5;1; ; ;3;1;3; ; ;5000;2; ; ; ; ;1;4; ; ; ; ; ; ; ; ; ; ;1;1; ; ;1;1;1;2;1;1;1;1; ; ; ; ; ; ;2; ;2; ;1;2;56,8526802390462
7245636;4;1;4;1; ; ;2;1;3; ; ;10000;2; ; ; ; ;1;2; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;2; ;2; ;2; ;52,5647967260714
7245637;3;1;3;2;2;4; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ;2; ;2; ;2; ;48,466662368863
7245638;5;1;5;2;2;4; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;45,2921427852962
7245639;4;1;4;2;2;4; ;1;4; ; ; ;2; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;85,2718807222118
7245640;3;1;3;2;1;8; ;1;1; ; ; ;1;1; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;1;2; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;16,3020096529863
7245658;6;1;6;2;2;6; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;32,7688860514428
7245658;7;1;7;2;2;6; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;32,7688860514428
7245658;11;1;11;2;2;6; ;1;4; ; ; ;1;4; ; ; ;1;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;32,7688860514428
7245660;4;1;4;3;2;4; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;1;1; ; ; ; ;2; ;2; ;2; ;218,453137541927
7245672;3;1;3;2;1;1; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ;1;2; ; ; ; ; ; ;1;1; ; ; ; ; ; ;1;3; ; ; ; ;2; ;2; ;2; ;270,970554632191
7245674;4;1;4;5;2;4; ;1;4; ; ; ;1;4; ; ; ;2; ;2;54;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;10,2623530861954
7245678;4;1;4;1; ; ;5;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ;1;1; ; ; ; ; ; ;1;1;1;2;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;10,4649529984973
7245680;4;1;4;2;2;4; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;13,6528828900202
7245686;3;1;3;5;2;6; ;1;4; ; ; ;1;4; ; ; ;2; ;2;55;1; ;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;23,0813014284057
7245691;8;1;8;2;2;6; ;1;1; ; ; ;1;1; ; ; ;1;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;102,553120402335
7245696;3;1;3;1; ; ;1;1;3; ; ;5000;1;3; ; ;2000;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ;1;1;1;3;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;115,389116279655
7245696;4;1;4;2;2;6; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ;1;1; ; ;1;1; ; ;1;1;1;2;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;115,389116279655
